date,storage,inflow_af,outflow_af,unaccounted_af
1/1/2000,1666419,1176,13,
1/2/2000,1667342,1156,12,-240
1/3/2000,1668573,1232,12,87
1/4/2000,1669497,1240,12,-296
1/5/2000,1670730,1236,12,5
1/6/2000,1672271,1196,11,317
1/7/2000,1673506,1287,11,50
1/8/2000,1674740,1265,11,-42
1/9/2000,1675976,1085,10,-19
1/10/2000,1676594,1035,10,-457
1/11/2000,1677831,1180,10,212
1/12/2000,1679687,1162,10,686
1/13/2000,1681545,1129,10,706
1/14/2000,1683095,1129,10,432
1/15/2000,1683715,1144,10,-498
1/16/2000,1685577,1119,10,728
1/17/2000,1686198,1039,10,-488
1/18/2000,1687750,1129,10,523
1/19/2000,1688994,1230,12,125
1/20/2000,1690860,1206,809,648
1/21/2000,1690860,1162,1258,-397
1/22/2000,1690860,1208,1258,95
1/23/2000,1691483,1301,1258,673
1/24/2000,1691483,1303,1275,-44
1/25/2000,1692106,1428,1295,595
1/26/2000,1692728,1472,1327,489
1/27/2000,1692106,1638,1246,-767
1/28/2000,1692728,1601,1156,229
1/29/2000,1693351,1783,1154,179
1/30/2000,1693351,1811,1156,-629
1/31/2000,1694598,1734,1164,592
2/1/2000,1695534,1553,4185,367
2/2/2000,1692106,1634,5455,-796
2/3/2000,1688372,1478,5375,86
2/4/2000,1684956,1234,5613,482
2/5/2000,1681235,1256,4165,659
2/6/2000,1677831,1236,4126,-494
2/7/2000,1674432,1236,5395,-509
2/8/2000,1671038,1267,4681,765
2/9/2000,1667650,1293,4106,26
2/10/2000,1664882,1226,4086,45
2/11/2000,1662425,1609,3947,403
2/12/2000,1661198,1734,3372,1112
2/13/2000,1659970,1845,3312,410
2/14/2000,1658745,1502,2955,243
2/15/2000,1657519,1400,3352,228
2/16/2000,1656295,1442,3332,728
2/17/2000,1654153,1400,3312,-252
2/18/2000,1652320,1636,3312,79
2/19/2000,1650793,1628,3273,149
2/20/2000,1648963,1515,3312,-186
2/21/2000,1647134,1503,3293,-32
2/22/2000,1645307,1478,3293,-38
2/23/2000,1643481,1492,1156,-11
2/24/2000,1644698,1406,1226,882
2/25/2000,1644090,1559,3233,-788
2/26/2000,1641656,1599,3213,-760
2/27/2000,1640442,1634,3233,401
2/28/2000,1638620,1702,3253,-223
2/29/2000,1636800,1785,3253,-269
3/1/2000,1634375,1585,3233,-957
3/2/2000,1633164,1150,3233,437
3/3/2000,1631349,738,3213,268
3/4/2000,1629534,1091,3213,660
3/5/2000,1627118,893,3233,-294
3/6/2000,1625308,760,3253,531
3/7/2000,1622294,686,3233,-521
3/8/2000,1619885,601,3253,138
3/9/2000,1618682,752,3253,1449
3/10/2000,1617479,651,3253,1298
3/11/2000,1614476,468,3233,-401
3/12/2000,1612677,611,3233,966
3/13/2000,1610280,393,3233,225
3/14/2000,1608483,319,3253,1043
3/15/2000,1606091,234,3273,542
3/16/2000,1603104,202,3293,52
3/17/2000,1601314,133,3293,1300
3/18/2000,1598334,95,3015,180
3/19/2000,1594763,65,3293,-651
3/20/2000,1591198,182,3312,-338
3/21/2000,1589419,559,3293,1351
3/22/2000,1590012,1664,3174,3326
3/23/2000,1591792,2321,3312,3289
3/24/2000,1591792,2539,3273,992
3/25/2000,1591198,2717,3293,140
3/26/2000,1590605,2182,3332,-18
3/27/2000,1590605,1587,3273,1150
3/28/2000,1590012,1428,3253,1093
3/29/2000,1588233,1091,3253,46
3/30/2000,1585863,950,3273,-208
3/31/2000,1583496,970,3332,-44
4/1/2000,1581132,922,3233,-2
4/2/2000,1579360,916,3253,539
4/3/2000,1579360,2916,3253,2337
4/4/2000,1579951,1632,3273,928
4/5/2000,1578770,1016,3253,459
4/6/2000,1577001,748,3293,468
4/7/2000,1574644,553,3273,188
4/8/2000,1572289,381,3233,364
4/9/2000,1569350,351,3233,-87
4/10/2000,1567589,371,3213,1121
4/11/2000,1565829,325,3193,1082
4/12/2000,1562899,478,3193,-62
4/13/2000,1560557,333,3154,373
4/14/2000,1557635,220,2936,-101
4/15/2000,1555299,254,2817,379
4/16/2000,1552967,274,2856,231
4/17/2000,1550637,226,2896,253
4/18/2000,1548310,270,2936,343
4/19/2000,1546566,361,2936,922
4/20/2000,1544824,397,2975,833
4/21/2000,1541344,421,2995,-901
4/22/2000,1539028,355,2995,259
4/23/2000,1537870,464,3015,1482
4/24/2000,1536713,470,2995,1394
4/25/2000,1534979,662,3015,791
4/26/2000,1533247,464,3015,620
4/27/2000,1531516,300,3015,820
4/28/2000,1528635,230,2460,-166
4/29/2000,1528059,184,1454,1653
4/30/2000,1527484,182,1444,694
5/1/2000,1525183,186,1420,-1039
5/2/2000,1525183,192,972,1234
5/3/2000,1524895,161,1434,492
5/4/2000,1524033,151,1404,411
5/5/2000,1522884,157,1406,105
5/6/2000,1521736,192,1426,102
5/7/2000,1520014,151,1438,-488
5/8/2000,1518867,127,1428,140
5/9/2000,1518294,180,1434,728
5/10/2000,1517148,266,1434,108
5/11/2000,1514858,292,1438,-1122
5/12/2000,1515716,133,1436,2004
5/13/2000,1513714,115,1432,-699
5/14/2000,1511998,266,1430,-399
5/15/2000,1511427,288,1428,593
5/16/2000,1509143,341,1420,-1143
5/17/2000,1508002,393,1404,-62
5/18/2000,1507432,419,1410,442
5/19/2000,1506291,397,2638,-149
5/20/2000,1504013,315,3253,-37
5/21/2000,1502874,300,3213,1799
5/22/2000,1500031,298,3174,71
5/23/2000,1498895,262,3154,1740
5/24/2000,1496624,240,3114,621
5/25/2000,1492656,143,3114,-1094
5/26/2000,1489827,133,3114,142
5/27/2000,1488131,192,3094,1285
5/28/2000,1486436,149,3094,1207
5/29/2000,1484179,200,3074,688
5/30/2000,1481924,147,3074,619
5/31/2000,1479109,177,3074,113
6/1/2000,1478546,121,3055,2335
6/2/2000,1472929,115,3035,-2683
6/3/2000,1469005,210,3035,-1004
6/4/2000,1467886,127,3035,1706
6/5/2000,1463971,141,3015,-1007
6/6/2000,1461738,597,3907,641
6/7/2000,1458391,589,4324,-37
6/8/2000,1453382,399,4146,-1274
6/9/2000,1449493,305,4165,-142
6/10/2000,1446166,301,2936,533
6/11/2000,1443951,298,2936,419
6/12/2000,1441185,276,3749,-128
6/13/2000,1437318,385,3967,-394
6/14/2000,1434561,452,4225,825
6/15/2000,1432358,436,4126,1570
6/16/2000,1426859,369,3927,-1810
6/17/2000,1424115,335,2797,814
6/18/2000,1421649,282,2916,-4
6/19/2000,1419185,260,2936,170
6/20/2000,1415086,331,4066,-1423
6/21/2000,1412629,379,4106,1278
6/22/2000,1410175,347,4165,1273
6/23/2000,1407723,339,4106,1366
6/24/2000,1406090,325,2936,2134
6/25/2000,1404458,246,2955,978
6/26/2000,1401741,244,2717,-8
6/27/2000,1400654,228,2241,1386
6/28/2000,1399026,238,2916,385
6/29/2000,1396857,405,2936,509
6/30/2000,1394689,500,2936,363
7/1/2000,1391442,506,2975,-811
7/2/2000,1390901,476,2817,1928
7/3/2000,1389819,456,2995,1259
7/4/2000,1389279,417,3035,1999
7/5/2000,1387118,397,2896,457
7/6/2000,1384959,337,2162,340
7/7/2000,1383341,266,2995,207
7/8/2000,1380108,167,2995,-504
7/9/2000,1377956,141,2975,676
7/10/2000,1374730,119,2995,-392
7/11/2000,1373119,125,2995,1265
7/12/2000,1369900,103,2995,-349
7/13/2000,1368292,145,3015,1284
7/14/2000,1365079,121,2995,-343
7/15/2000,1361871,224,2836,-334
7/16/2000,1360268,200,2955,1009
7/17/2000,1358134,214,2975,621
7/18/2000,1357068,296,2975,1695
7/19/2000,1354936,248,2817,548
7/20/2000,1351744,226,2896,-623
7/21/2000,1348556,206,2717,-518
7/22/2000,1346964,119,2936,919
7/23/2000,1346964,99,139,2817
7/24/2000,1344314,79,1866,-2610
7/25/2000,1341666,50,4185,-861
7/26/2000,1336382,20,4205,-1148
7/27/2000,1332692,8,4245,495
7/28/2000,1329008,159,4225,553
7/29/2000,1325331,129,4146,389
7/30/2000,1322185,159,4165,871
7/31/2000,1317997,224,4146,-181
8/1/2000,1314863,198,4146,787
8/2/2000,1311212,177,4165,296
8/3/2000,1307567,157,4146,344
8/4/2000,1304969,105,2836,1391
8/5/2000,1303412,111,4146,1174
8/6/2000,1297195,111,4146,-2183
8/7/2000,1293062,81,3431,-99
8/8/2000,1289969,89,4165,257
8/9/2000,1285852,60,4146,-41
8/10/2000,1282001,69,4146,235
8/11/2000,1279182,129,4165,1257
8/12/2000,1277647,73,4146,2501
8/13/2000,1272538,113,4146,-1037
8/14/2000,1272027,155,3372,3521
8/15/2000,1269479,190,2975,669
8/16/2000,1265917,294,2995,-777
8/17/2000,1263377,192,2975,162
8/18/2000,1261348,115,2955,754
8/19/2000,1259828,113,2955,1320
8/20/2000,1257802,161,2955,816
8/21/2000,1255274,460,2975,267
8/22/2000,1252244,1236,2598,-515
8/23/2000,1251235,1486,2836,354
8/24/2000,1249219,448,3412,-665
8/25/2000,1245695,321,4205,-561
8/26/2000,1243183,319,3431,1372
8/27/2000,1240172,220,3055,101
8/28/2000,1237666,161,2618,328
8/29/2000,1236164,186,2955,956
8/30/2000,1234664,175,2559,1269
8/31/2000,1231666,129,2559,-614
9/1/2000,1228673,143,2995,-563
9/2/2000,1226681,169,2579,860
9/3/2000,1225685,125,2321,1414
9/4/2000,1223696,111,3154,207
9/5/2000,1221212,123,3174,559
9/6/2000,1217740,91,3193,-421
9/7/2000,1215759,85,3193,1121
9/8/2000,1212298,111,3213,-353
9/9/2000,1209335,91,3253,139
9/10/2000,1205886,105,3293,-287
9/11/2000,1203426,129,3293,727
9/12/2000,1201461,107,2817,1199
9/13/2000,1198518,157,3352,-234
9/14/2000,1196069,131,2757,746
9/15/2000,1194601,117,1636,1158
9/16/2000,1193623,141,1638,541
9/17/2000,1191670,111,1662,-455
9/18/2000,1190206,115,1680,87
9/19/2000,1188744,111,1700,103
9/20/2000,1187282,103,1722,127
9/21/2000,1184364,95,1740,-1299
9/22/2000,1182907,101,1757,187
9/23/2000,1181451,135,1773,200
9/24/2000,1180481,123,1773,668
9/25/2000,1178543,149,1797,-288
9/26/2000,1176607,200,1845,-288
9/27/2000,1174190,260,2876,-773
9/28/2000,1172259,260,3412,685
9/29/2000,1169368,175,3352,261
9/30/2000,1166962,139,3332,772
10/1/2000,1164560,161,3273,791
10/2/2000,1162161,107,3233,713
10/3/2000,1160723,163,2142,1688
10/4/2000,1159287,192,1650,544
10/5/2000,1157852,143,1652,23
10/6/2000,1155942,163,1656,-401
10/7/2000,1154510,173,1652,62
10/8/2000,1152127,238,1642,-903
10/9/2000,1150699,208,1636,-24
10/10/2000,1150223,653,1644,952
10/11/2000,1151175,1174,1416,1944
10/12/2000,1152603,851,1216,1670
10/13/2000,1152603,573,1222,365
10/14/2000,1153079,789,1210,1125
10/15/2000,1153079,1297,1180,421
10/16/2000,1154510,916,464,1314
10/17/2000,1155942,530,44,980
10/18/2000,1156419,891,40,-9
10/19/2000,1156897,972,40,-373
10/20/2000,1158809,893,40,980
10/21/2000,1160723,613,40,1061
10/22/2000,1161682,530,42,386
10/23/2000,1163840,502,44,1670
10/24/2000,1164560,621,42,262
10/25/2000,1166001,706,42,862
10/26/2000,1166962,1914,42,297
10/27/2000,1168405,1515,42,-429
10/28/2000,1171295,1309,44,1416
10/29/2000,1172742,1238,42,182
10/30/2000,1174432,1484,42,494
10/31/2000,1175640,1628,42,-234
11/1/2000,1177090,1299,42,-137
11/2/2000,1178785,1531,42,437
11/3/2000,1181208,1833,42,933
11/4/2000,1183878,1809,44,879
11/5/2000,1185823,1876,42,180
11/6/2000,1189475,1527,42,1817
11/7/2000,1191182,1129,42,221
11/8/2000,1191670,958,36,-599
11/9/2000,1192646,990,34,54
11/10/2000,1194112,1071,34,510
11/11/2000,1195090,1135,34,-59
11/12/2000,1196069,1144,34,-122
11/13/2000,1196803,895,34,-377
11/14/2000,1198028,891,32,364
11/15/2000,1199253,887,32,366
11/16/2000,1200479,825,32,371
11/17/2000,1200725,789,32,-547
11/18/2000,1201215,744,30,-268
11/19/2000,1201952,668,30,23
11/20/2000,1202935,609,30,344
11/21/2000,1203672,591,30,158
11/22/2000,1204902,718,30,669
11/23/2000,1205886,730,30,296
11/24/2000,1206871,780,28,285
11/25/2000,1207364,873,28,-259
11/26/2000,1209335,1258,28,1126
11/27/2000,1210322,839,30,-243
11/28/2000,1211309,863,30,178
11/29/2000,1212545,1041,30,403
11/30/2000,1214275,1047,30,718
12/1/2000,1215264,1016,28,-29
12/2/2000,1216254,1006,28,2
12/3/2000,1217245,895,28,13
12/4/2000,1218731,859,28,619
12/5/2000,1220220,920,28,658
12/6/2000,1221212,976,28,99
12/7/2000,1222702,990,28,542
12/8/2000,1223696,1061,26,32
12/9/2000,1225188,1016,26,457
12/10/2000,1226183,932,26,5
12/11/2000,1227677,827,26,588
12/12/2000,1228673,710,26,195
12/13/2000,1229671,720,26,314
12/14/2000,1230419,783,24,54
12/15/2000,1231916,726,24,737
12/16/2000,1232665,698,24,47
12/17/2000,1234164,902,24,825
12/18/2000,1234914,1089,24,-129
12/19/2000,1235914,1061,24,-65
12/20/2000,1238167,1014,22,1216
12/21/2000,1239169,994,22,10
12/22/2000,1240673,895,19,532
12/23/2000,1241677,734,18,128
12/24/2000,1242932,579,18,539
12/25/2000,1243936,579,17,443
12/26/2000,1244690,791,17,192
12/27/2000,1246198,837,19,733
12/28/2000,1247205,811,24,189
12/29/2000,1249723,1016,24,1731
12/30/2000,1251235,1158,22,520
12/31/2000,1252244,1262,22,-128
1/1/2001,1252749,1244,22,-735
1/2/2001,1253758,1244,19,-213
1/3/2001,1254769,1061,26,-214
1/4/2001,1256284,948,28,480
1/5/2001,1257802,938,30,598
1/6/2001,1259321,946,32,611
1/7/2001,1260334,934,34,99
1/8/2001,1261855,893,36,620
1/9/2001,1263631,835,40,919
1/10/2001,1264393,851,42,-33
1/11/2001,1265917,823,44,715
1/12/2001,1266425,857,46,-272
1/13/2001,1267443,910,48,207
1/14/2001,1268969,877,50,663
1/15/2001,1269988,873,54,192
1/16/2001,1272027,966,56,1220
1/17/2001,1272538,964,60,-399
1/18/2001,1273558,970,61,116
1/19/2001,1274579,930,65,113
1/20/2001,1276113,914,67,669
1/21/2001,1277647,912,71,687
1/22/2001,1278670,952,75,182
1/23/2001,1280207,893,77,660
1/24/2001,1281744,827,85,722
1/25/2001,1282771,889,93,285
1/26/2001,1284310,879,115,744
1/27/2001,1287909,914,105,2835
1/28/2001,1288424,1085,107,-294
1/29/2001,1289453,1087,111,51
1/30/2001,1290484,1127,1049,55
1/31/2001,1290484,1111,1523,-77
2/1/2001,1288939,1083,2539,-1132
2/2/2001,1287395,1037,3094,-88
2/3/2001,1286366,1125,3074,1028
2/4/2001,1284824,1131,3035,408
2/5/2001,1282771,1069,3511,-149
2/6/2001,1279695,956,4225,-634
2/7/2001,1277647,859,4086,1221
2/8/2001,1273048,851,4840,-1372
2/9/2001,1271517,871,3074,2458
2/10/2001,1270498,954,3035,1185
2/11/2001,1268969,1004,3015,552
2/12/2001,1265409,1075,4800,-1549
2/13/2001,1261348,1109,4721,-336
2/14/2001,1258814,1141,4800,1078
2/15/2001,1255274,1150,4840,120
2/16/2001,1253758,1107,3094,2173
2/17/2001,1251739,1075,3035,-32
2/18/2001,1250731,1111,2995,952
2/19/2001,1249219,1301,3015,372
2/20/2001,1248211,1293,3055,706
2/21/2001,1245695,1240,4384,-755
2/22/2001,1243183,1224,4364,632
2/23/2001,1241174,1218,3015,1131
2/24/2001,1239169,1228,3035,-208
2/25/2001,1238167,1168,3055,805
2/26/2001,1236665,1174,3074,384
2/27/2001,1235914,1226,3055,1149
2/28/2001,1234664,1466,3074,579
3/1/2001,1233164,1462,3055,109
3/2/2001,1231666,1509,3074,95
3/3/2001,1230169,1557,3094,68
3/4/2001,1229172,1228,3074,540
3/5/2001,1228175,1033,3074,850
3/6/2001,1226681,1039,3134,547
3/7/2001,1224193,928,3074,-393
3/8/2001,1224193,875,3074,2146
3/9/2001,1222205,1148,3074,212
3/10/2001,1221212,972,3114,933
3/11/2001,1218731,1016,3114,-339
3/12/2001,1217245,726,3134,613
3/13/2001,1215264,678,3213,427
3/14/2001,1214275,619,3154,1546
3/15/2001,1211803,567,3154,63
3/16/2001,1209335,589,3154,118
3/17/2001,1207856,714,3174,1086
3/18/2001,1206378,540,3154,982
3/19/2001,1204410,549,3154,646
3/20/2001,1203918,605,2063,2112
3/21/2001,1201952,581,3174,-508
3/22/2001,1200479,494,3213,1119
3/23/2001,1199008,462,3174,1248
3/24/2001,1197048,468,3154,751
3/25/2001,1194601,385,3193,239
3/26/2001,1191670,341,3213,-122
3/27/2001,1189231,422,3193,433
3/28/2001,1187282,581,3193,822
3/29/2001,1185823,528,3193,1153
3/30/2001,1183878,899,3233,721
3/31/2001,1182421,1450,3213,878
4/1/2001,1180481,1262,3213,-177
4/2/2001,1179027,1605,3233,498
4/3/2001,1177574,1531,3233,175
4/4/2001,1176123,1222,3233,251
4/5/2001,1174190,1125,3213,78
4/6/2001,1173225,1452,3213,1124
4/7/2001,1170813,1632,3213,-651
4/8/2001,1170331,2479,3253,1099
4/9/2001,1169368,2142,3273,-189
4/10/2001,1166481,1398,3213,-1756
4/11/2001,1165520,1430,3253,854
4/12/2001,1164080,1464,3233,383
4/13/2001,1163120,1081,3233,809
4/14/2001,1161203,748,3233,235
4/15/2001,1159766,585,3233,1048
4/16/2001,1158331,524,3233,1213
4/17/2001,1155464,403,3253,-158
4/18/2001,1153079,274,3253,465
4/19/2001,1151651,222,3253,1551
4/20/2001,1147847,206,3273,-773
4/21/2001,1144053,153,3253,-728
4/22/2001,1141687,151,3253,734
4/23/2001,1139325,224,3253,740
4/24/2001,1136966,337,3253,670
4/25/2001,1134612,789,3293,562
4/26/2001,1133201,639,3253,1092
4/27/2001,1132261,528,3273,1674
4/28/2001,1128976,319,3273,-540
4/29/2001,1126167,180,3293,144
4/30/2001,1124296,177,3312,1241
5/1/2001,1121496,194,3332,336
5/2/2001,1117770,180,3332,-588
5/3/2001,1115446,149,3372,828
5/4/2001,1111274,298,3392,-949
5/5/2001,1109192,789,3412,1012
5/6/2001,1108498,901,3412,1928
5/7/2001,1108267,1315,3431,2280
5/8/2001,1105958,1581,3431,-193
5/9/2001,1104574,1271,3451,467
5/10/2001,1103422,901,3451,1028
5/11/2001,1102501,1553,3412,1630
5/12/2001,1101580,1767,3412,938
5/13/2001,1100660,1230,3392,724
5/14/2001,1099051,992,3392,553
5/15/2001,1098362,1158,3412,1711
5/16/2001,1097444,1480,3412,1335
5/17/2001,1096068,1240,3412,556
5/18/2001,1094692,1930,3431,796
5/19/2001,1093318,2579,3451,128
5/20/2001,1092403,2380,3471,-42
5/21/2001,1091945,2995,3451,633
5/22/2001,1092403,2579,3451,914
5/23/2001,1093318,2162,3550,1788
5/24/2001,1094692,4463,3570,2762
5/25/2001,1096068,4820,3511,483
5/26/2001,1097444,2083,3431,67
5/27/2001,1097444,2162,3392,1349
5/28/2001,1096068,2360,3392,-146
5/29/2001,1095609,2103,3431,572
5/30/2001,1095150,2003,3174,870
5/31/2001,1093776,2241,3392,-204
6/1/2001,1093318,2559,3392,692
6/2/2001,1091945,2717,3372,-540
6/3/2001,1091031,2955,3372,-259
6/4/2001,1090117,2380,3293,-497
6/5/2001,1089660,2380,3293,455
6/6/2001,1090117,2380,3293,1369
6/7/2001,1089204,2519,3312,-1
6/8/2001,1087378,1686,3312,-1033
6/9/2001,1086010,1426,3312,258
6/10/2001,1084644,1835,3312,520
6/11/2001,1083279,1847,3134,113
6/12/2001,1080552,1232,3332,-1440
6/13/2001,1078284,926,3273,-167
6/14/2001,1075566,964,3273,-372
6/15/2001,1073756,1694,3273,499
6/16/2001,1072401,1436,3293,224
6/17/2001,1070595,916,3332,51
6/18/2001,1068342,710,3352,163
6/19/2001,1066541,682,3412,841
6/20/2001,1063844,385,3412,32
6/21/2001,1061153,220,3451,336
6/22/2001,1055786,226,4840,-2136
6/23/2001,1052666,186,3431,1494
6/24/2001,1050441,200,3471,1020
6/25/2001,1046003,169,4800,-1167
6/26/2001,1042021,208,4780,649
6/27/2001,1038051,218,4721,602
6/28/2001,1034533,266,4344,985
6/29/2001,1031024,446,4384,569
6/30/2001,1028836,541,2916,1749
7/1/2001,1027087,409,2896,625
7/2/2001,1024034,311,4185,-566
7/3/2001,1019684,315,4245,-476
7/4/2001,1017514,325,2876,1759
7/5/2001,1013615,395,4245,-1348
7/6/2001,1009725,335,4225,-40
7/7/2001,1008000,236,2797,2165
7/8/2001,1004986,202,2797,-453
7/9/2001,1001547,186,4265,-845
7/10/2001,998118,163,4265,649
7/11/2001,994268,115,4225,252
7/12/2001,991281,65,4086,1123
7/13/2001,987875,38,4324,615
7/14/2001,983628,16,2777,39
7/15/2001,981085,40,2757,218
7/16/2001,976858,54,3729,-1510
7/17/2001,973484,67,4146,301
7/18/2001,969278,54,4205,-128
7/19/2001,964666,60,4245,-461
7/20/2001,961320,54,4284,839
7/21/2001,957566,63,2836,477
7/22/2001,955484,85,2856,691
7/23/2001,951745,61,4403,-968
7/24/2001,947601,42,4324,198
7/25/2001,943470,77,4403,151
7/26/2001,938939,95,4205,-205
7/27/2001,936884,83,2896,2055
7/28/2001,934423,85,2896,352
7/29/2001,931558,89,2916,-54
7/30/2001,928700,109,2916,-32
7/31/2001,925848,129,2916,-45
8/1/2001,924222,290,2936,1161
8/2/2001,921786,238,2936,210
8/3/2001,919760,226,2955,672
8/4/2001,917334,228,2975,303
8/5/2001,915315,240,2995,728
8/6/2001,913300,202,2975,740
8/7/2001,910082,234,2975,-445
8/8/2001,907275,256,2995,-66
8/9/2001,904873,222,2975,337
8/10/2001,902078,175,2975,-42
8/11/2001,899687,147,2995,410
8/12/2001,896904,129,3015,65
8/13/2001,894919,353,3055,901
8/14/2001,892937,930,3035,720
8/15/2001,890958,1468,3035,125
8/16/2001,888982,1466,3035,-409
8/17/2001,887403,2241,3074,-10
8/18/2001,886220,1109,3094,-350
8/19/2001,884644,825,3114,409
8/20/2001,882283,504,3174,-72
8/21/2001,879927,417,3174,314
8/22/2001,877574,327,3134,404
8/23/2001,875226,250,3154,459
8/24/2001,873272,198,3154,950
8/25/2001,870930,143,3193,613
8/26/2001,867426,111,3253,-453
8/27/2001,864318,87,3273,34
8/28/2001,862380,85,3293,1248
8/29/2001,858125,83,2598,-1048
8/30/2001,857353,83,1662,1743
8/31/2001,856195,107,1668,421
9/1/2001,855424,75,1682,790
9/2/2001,854653,89,1692,836
9/3/2001,853498,196,1700,448
9/4/2001,851960,141,1712,-35
9/5/2001,851191,119,1696,802
9/6/2001,849272,87,1726,-342
9/7/2001,847738,83,1722,104
9/8/2001,847355,63,1726,1255
9/9/2001,844677,56,1734,-1016
9/10/2001,843530,54,1722,531
9/11/2001,842385,54,1716,523
9/12/2001,842003,54,1702,1280
9/13/2001,841622,58,1692,1267
9/14/2001,840098,71,1670,110
9/15/2001,839336,58,1658,837
9/16/2001,838195,99,1660,460
9/17/2001,837434,133,1654,800
9/18/2001,836674,464,1646,761
9/19/2001,835914,331,1593,422
9/20/2001,835914,274,770,1262
9/21/2001,836294,313,762,876
9/22/2001,835535,262,752,-311
9/23/2001,835156,224,748,111
9/24/2001,834776,232,746,144
9/25/2001,834776,177,744,514
9/26/2001,834397,115,742,188
9/27/2001,834018,89,740,248
9/28/2001,833639,65,742,272
9/29/2001,833260,61,740,297
9/30/2001,832124,69,734,-458
10/1/2001,831367,77,716,-93
10/2/2001,830989,99,722,261
10/3/2001,830611,120,724,245
10/4/2001,829855,108,722,-152
10/5/2001,828722,99,1224,-519
10/6/2001,826082,107,2955,-1515
10/7/2001,823448,115,2936,215
10/8/2001,819695,114,2916,-933
10/9/2001,818571,99,1902,1678
10/10/2001,818945,81,34,2177
10/11/2001,818945,159,32,-47
10/12/2001,819132,172,32,59
10/13/2001,819320,190,32,48
10/14/2001,820069,190,32,590
10/15/2001,820444,161,32,216
10/16/2001,820819,161,34,246
10/17/2001,821570,192,28,624
10/18/2001,822321,144,22,587
10/19/2001,822696,152,18,253
10/20/2001,823072,96,17,242
10/21/2001,823448,93,17,297
10/22/2001,823824,91,17,300
10/23/2001,824576,75,16,677
10/24/2001,824952,51,16,317
10/25/2001,824952,55,16,-35
10/26/2001,825329,67,16,338
10/27/2001,825705,81,15,324
10/28/2001,826459,108,15,689
10/29/2001,827213,110,15,661
10/30/2001,827590,88,15,282
10/31/2001,827590,153,15,-73
11/1/2001,827967,240,14,239
11/2/2001,828722,377,13,529
11/3/2001,829477,902,13,392
11/4/2001,830232,1039,13,-134
11/5/2001,831367,704,14,109
11/6/2001,832124,589,13,67
11/7/2001,833260,480,14,560
11/8/2001,834397,415,13,671
11/9/2001,834397,379,13,-401
11/10/2001,834776,422,13,13
11/11/2001,835535,422,13,350
11/12/2001,836294,424,13,349
11/13/2001,837054,432,13,348
11/14/2001,838195,476,13,721
11/15/2001,838575,494,13,-83
11/16/2001,839336,458,13,280
11/17/2001,840098,555,13,317
11/18/2001,841241,661,14,601
11/19/2001,842003,750,14,116
11/20/2001,842767,760,15,29
11/21/2001,843912,700,14,401
11/22/2001,845059,738,14,461
11/23/2001,845441,791,14,-342
11/24/2001,846589,954,14,371
11/25/2001,847738,877,14,209
11/26/2001,848888,1029,14,288
11/27/2001,850807,934,14,904
11/28/2001,851575,912,15,-152
11/29/2001,852344,924,15,-128
11/30/2001,853113,813,15,-140
12/1/2001,854268,756,15,357
12/2/2001,855424,694,15,415
12/3/2001,856581,770,15,478
12/4/2001,857739,805,16,404
12/5/2001,858511,734,15,-18
12/6/2001,859671,732,15,442
12/7/2001,861218,756,16,831
12/8/2001,861605,801,16,-352
12/9/2001,862767,954,17,377
12/10/2001,863931,1081,17,227
12/11/2001,864706,1089,22,-289
12/12/2001,866648,1071,26,875
12/13/2001,867037,1025,791,-656
12/14/2001,867426,968,591,155
12/15/2001,867815,946,593,12
12/16/2001,868982,946,595,814
12/17/2001,869372,885,595,39
12/18/2001,870930,843,107,1268
12/19/2001,871710,783,448,44
12/20/2001,872101,785,605,56
12/21/2001,872491,785,609,210
12/22/2001,872881,817,615,213
12/23/2001,873467,857,617,384
12/24/2001,874053,867,621,346
12/25/2001,874444,887,623,145
12/26/2001,874639,805,994,-69
12/27/2001,874444,764,1323,-7
12/28/2001,874444,776,1303,559
12/29/2001,875226,781,637,1310
12/30/2001,876008,783,637,637
12/31/2001,876791,819,643,636
1/1/2002,877183,950,643,215
1/2/2002,878358,1010,127,868
1/3/2002,879927,1031,22,686
1/4/2002,881105,944,494,169
1/5/2002,881498,916,653,-57
1/6/2002,881890,930,659,128
1/7/2002,882677,986,659,515
1/8/2002,883463,954,659,459
1/9/2002,884250,922,662,491
1/10/2002,885038,918,676,528
1/11/2002,885432,912,690,152
1/12/2002,885826,944,694,172
1/13/2002,886614,1004,698,538
1/14/2002,887009,1012,704,90
1/15/2002,887798,986,708,482
1/16/2002,888587,1006,726,511
1/17/2002,889377,962,722,510
1/18/2002,889772,954,722,155
1/19/2002,890167,970,724,163
1/20/2002,890563,1002,728,150
1/21/2002,891354,992,732,517
1/22/2002,891750,1093,746,136
1/23/2002,893334,1148,746,1237
1/24/2002,893730,1148,746,-7
1/25/2002,894522,1196,748,389
1/26/2002,895316,952,744,346
1/27/2002,896109,785,746,585
1/28/2002,895316,714,1073,-833
1/29/2002,895316,688,1428,359
1/30/2002,894522,682,1400,-54
1/31/2002,894522,682,1408,718
2/1/2002,894126,817,1406,330
2/2/2002,894126,897,1406,589
2/3/2002,894126,930,1404,510
2/4/2002,894522,889,1404,870
2/5/2002,894126,904,1400,120
2/6/2002,894522,930,1402,892
2/7/2002,894126,922,1402,76
2/8/2002,894522,914,1404,876
