date,storage,inflow_af,outflow_af,unaccounted_af
1/3/2004,196452,498,16,194
1/4/2004,197361,490,16,427
1/5/2004,198272,436,16,437
1/6/2004,199034,530,16,341
1/7/2004,199950,694,17,403
1/8/2004,201022,684,17,394
1/9/2004,201945,676,17,255
1/10/2004,203024,672,17,420
1/11/2004,204107,571,18,428
1/12/2004,205039,553,18,379
1/13/2004,205973,597,21,399
1/14/2004,206910,643,23,361
1/15/2004,208006,670,24,477
1/16/2004,209106,684,23,454
1/17/2004,210052,688,24,285
1/18/2004,211000,659,25,284
1/19/2004,211952,662,26,318
1/20/2004,213065,690,27,476
1/21/2004,214022,736,26,293
1/22/2004,214982,780,24,250
1/23/2004,216106,797,24,369
1/24/2004,217071,807,23,192
1/25/2004,218525,811,23,670
1/26/2004,219173,845,22,-140
1/27/2004,220147,869,22,151
1/28/2004,221451,825,22,457
1/29/2004,222431,778,22,177
1/30/2004,223579,758,21,392
1/31/2004,224565,833,21,249
2/1/2004,225720,780,20,343
2/2/2004,226547,682,19,67
2/3/2004,227708,651,19,498
2/4/2004,228540,649,19,200
2/5/2004,229540,639,18,371
2/6/2004,230543,637,17,382
2/7/2004,231382,635,17,219
2/8/2004,232390,653,17,390
2/9/2004,233402,668,17,376
2/10/2004,234247,694,16,194
2/11/2004,235263,712,15,338
2/12/2004,236282,716,15,322
2/13/2004,236963,774,15,-20
2/14/2004,238158,740,16,436
2/15/2004,239185,720,15,303
2/16/2004,240215,645,15,325
2/17/2004,241076,635,15,232
2/18/2004,242284,629,14,588
2/19/2004,243149,621,13,251
2/20/2004,244016,603,13,259
2/21/2004,245059,597,13,453
2/22/2004,245930,599,13,287
2/23/2004,246804,613,13,288
2/24/2004,247679,639,13,275
2/25/2004,248732,702,16,427
2/26/2004,249259,720,551,-159
2/27/2004,249083,1113,1496,-345
2/28/2004,250140,901,27,1440
2/29/2004,251023,839,25,9
3/1/2004,251199,795,1117,-638
3/2/2004,249964,728,2301,-914
3/3/2004,247154,756,3451,-1237
3/4/2004,244363,752,3550,-95
3/5/2004,241938,758,3213,374
3/6/2004,239528,772,3253,46
3/7/2004,237134,851,3273,87
3/8/2004,235263,1131,2896,551
3/9/2004,234247,879,2202,749
3/10/2004,233233,774,2162,309
3/11/2004,231886,688,2241,41
3/12/2004,230543,655,2261,210
3/13/2004,229206,571,2281,270
3/14/2004,227874,551,2301,378
3/15/2004,226713,579,2043,588
3/16/2004,225225,603,2360,-24
3/17/2004,223907,623,2341,439
3/18/2004,222431,589,2420,242
3/19/2004,220962,645,2440,362
3/20/2004,219660,976,2460,493
3/21/2004,217878,1123,2460,-298
3/22/2004,216749,1182,2519,208
3/23/2004,215624,1194,2559,212
3/24/2004,214502,1127,2579,243
3/25/2004,213384,956,2598,334
3/26/2004,211952,772,2638,210
3/27/2004,210526,716,2658,440
3/28/2004,209264,803,2717,680
3/29/2004,207379,861,2757,29
3/30/2004,205817,1105,2717,334
3/31/2004,205505,1335,1742,1301
4/1/2004,205817,1436,1333,719
4/2/2004,206441,1392,1345,521
4/3/2004,207066,1517,1343,577
4/4/2004,207536,2618,1339,295
4/5/2004,209106,3431,1339,291
4/6/2004,210842,4423,1351,-357
4/7/2004,213065,5177,1353,-849
4/8/2004,215303,5514,1349,-1586
4/9/2004,218040,5395,1351,-1428
4/10/2004,221288,4760,1349,-796
4/11/2004,223907,4741,1347,-793
4/12/2004,226713,4701,1137,-588
4/13/2004,230209,4998,680,-68
4/14/2004,233739,5296,684,-788
4/15/2004,237304,4602,684,-1047
4/16/2004,240387,3392,688,-834
4/17/2004,242630,3055,694,-461
4/18/2004,245582,2618,698,592
4/19/2004,247329,2202,700,-173
4/20/2004,249083,2043,704,252
4/21/2004,250493,1488,710,71
4/22/2004,251730,1317,712,459
4/23/2004,253505,1775,708,1170
4/24/2004,254216,1525,706,-356
4/25/2004,255644,1386,710,609
4/26/2004,256359,1023,700,39
4/27/2004,257076,853,688,394
4/28/2004,257615,712,538,374
4/29/2004,257974,595,904,184
4/30/2004,257974,464,899,309
5/1/2004,257435,371,906,-105
5/2/2004,256897,282,899,-2
5/3/2004,256718,208,902,438
5/4/2004,256897,361,887,873
5/5/2004,257076,724,863,705
5/6/2004,257076,631,869,139
5/7/2004,257615,988,867,777
5/8/2004,257974,1708,875,238
5/9/2004,259054,2043,879,247
5/10/2004,259956,2182,877,-262
5/11/2004,261403,3094,887,142
5/12/2004,263399,2876,869,-212
5/13/2004,265770,2559,839,364
5/14/2004,268152,2420,849,662
5/15/2004,270547,2618,847,824
5/16/2004,273325,2757,847,1007
5/17/2004,276119,2757,847,884
5/18/2004,278928,2936,847,899
5/19/2004,281755,2777,825,738
5/20/2004,284217,2479,853,510
5/21/2004,286119,2281,857,276
5/22/2004,287838,2103,861,295
5/23/2004,289371,1892,865,291
5/24/2004,290715,1968,871,317
5/25/2004,292257,1956,877,445
5/26/2004,293802,1775,960,466
5/27/2004,295353,1513,895,736
5/28/2004,296713,1505,902,741
5/29/2004,297688,1355,916,372
5/30/2004,298469,1301,922,343
5/31/2004,299056,1166,928,208
6/1/2004,298274,1166,2182,-1020
6/2/2004,297103,1089,2678,-155
6/3/2004,295936,873,2777,422
6/4/2004,293609,728,2876,-423
6/5/2004,292450,643,2440,989
6/6/2004,291100,452,2400,447
6/7/2004,288795,266,3035,-357
6/8/2004,286119,177,3213,93
6/9/2004,283837,139,2519,755
6/10/2004,281377,125,2638,-80
6/11/2004,278928,115,2579,64
6/12/2004,276866,149,2559,402
6/13/2004,274813,127,2559,357
6/14/2004,272212,109,3035,-169
6/15/2004,268336,101,3907,-950
6/16/2004,264310,91,4245,-220
6/17/2004,261221,93,3392,1064
6/18/2004,258694,87,2856,772
6/19/2004,256181,97,2876,256
6/20/2004,253505,105,2896,103
6/21/2004,251023,113,2916,309
6/22/2004,248205,111,2955,-15
6/23/2004,245233,118,3332,-128
6/24/2004,242630,120,3035,611
6/25/2004,240387,113,3035,672
6/26/2004,237646,104,3035,181
6/27/2004,234924,113,3055,209
6/28/2004,232054,105,3055,71
6/29/2004,229540,105,3074,435
6/30/2004,226878,113,3074,307
7/1/2004,223415,112,3788,-501
7/2/2004,219173,170,4661,-566
7/3/2004,215142,157,4701,460
7/4/2004,211000,130,4721,402
7/5/2004,206910,93,4780,500
7/6/2004,203178,88,4463,955
7/7/2004,199644,80,4265,841
7/8/2004,196150,87,4304,691
7/9/2004,192397,84,4344,464
7/10/2004,188983,77,4403,846
7/11/2004,185164,85,4483,507
7/12/2004,181676,77,4503,910
7/13/2004,178225,84,4265,975
7/14/2004,174953,104,4225,908
7/15/2004,171297,112,4324,465
7/16/2004,166448,118,5296,-637
7/17/2004,161009,74,6268,-261
7/18/2004,155941,72,6288,1126
7/19/2004,150324,68,6288,599
7/20/2004,144830,66,6308,725
7/21/2004,140573,83,5593,1985
7/22/2004,137369,87,4007,2307
7/23/2004,135664,80,2797,2215
7/24/2004,133615,164,2797,668
7/25/2004,131351,575,2817,369
7/26/2004,129818,791,2856,708
7/27/2004,129232,605,1682,1479
7/28/2004,129349,990,1131,1194
7/29/2004,129583,966,1131,375
7/30/2004,129818,1317,1135,400
7/31/2004,130288,547,1079,288
8/1/2004,129935,174,1144,179
8/2/2004,129466,141,1146,501
8/3/2004,129466,105,1035,1005
8/4/2004,128998,498,1053,462
8/5/2004,128531,307,1119,88
8/6/2004,128065,179,1125,345
8/7/2004,127485,226,1123,366
8/8/2004,126906,228,1117,318
8/9/2004,126445,155,1113,428
8/10/2004,125985,108,1107,498
8/11/2004,125412,81,1097,426
8/12/2004,124612,81,1301,216
8/13/2004,121787,78,3233,-1604
8/14/2004,118240,70,4364,-392
8/15/2004,115308,74,4126,1362
8/16/2004,114664,95,2083,3407
8/17/2004,113809,74,1634,1133
8/18/2004,113064,317,1593,816
8/19/2004,111584,387,2063,-205
8/20/2004,110221,264,2360,313
8/21/2004,108766,202,2341,642
8/22/2004,107119,175,2341,491
8/23/2004,105996,124,1734,1042
8/24/2004,105488,136,1170,1102
8/25/2004,104982,145,1162,528
8/26/2004,104277,126,1158,312
8/27/2004,103574,99,1150,330
8/28/2004,102874,91,1144,351
8/29/2004,101879,88,1137,59
8/30/2004,101483,87,1129,653
8/31/2004,101285,83,1119,843
9/1/2004,100201,69,914,-48
9/2/2004,99711,67,797,355
9/3/2004,99125,76,805,144
9/4/2004,98638,78,809,243
9/5/2004,98153,74,813,246
9/6/2004,97572,82,817,158
9/7/2004,96897,66,847,61
9/8/2004,96417,62,825,301
9/9/2004,95748,72,904,94
9/10/2004,95081,63,865,165
9/11/2004,94512,58,873,233
9/12/2004,93851,60,881,154
9/13/2004,93192,66,887,162
9/14/2004,92537,54,893,165
9/15/2004,91885,49,897,186
9/16/2004,91143,58,904,105
9/17/2004,90589,41,912,292
9/18/2004,89854,39,920,136
9/19/2004,89123,40,926,150
9/20/2004,88486,43,934,249
9/21/2004,87672,45,940,78
9/22/2004,86863,46,944,86
9/23/2004,86237,45,938,272
9/24/2004,85880,45,643,536
9/25/2004,86237,41,47,955
9/26/2004,86683,52,41,451
9/27/2004,86773,54,40,79
9/28/2004,86863,48,38,76
9/29/2004,87312,57,37,439
9/30/2004,87491,57,36,160
10/1/2004,87582,47,34,70
10/2/2004,87717,47,33,122
10/3/2004,87807,44,32,76
10/4/2004,88033,47,33,214
10/5/2004,88350,49,34,302
10/6/2004,88531,53,32,166
10/7/2004,88804,91,30,252
10/8/2004,89259,178,30,394
10/9/2004,89762,409,29,355
10/10/2004,90175,143,28,33
10/11/2004,90589,102,29,299
10/12/2004,91050,97,29,389
10/13/2004,91420,94,29,303
10/14/2004,91885,161,29,400
10/15/2004,92350,135,28,333
10/16/2004,92864,96,28,407
10/17/2004,93333,94,28,401
10/18/2004,93709,95,29,310
10/19/2004,94086,80,29,311
10/20/2004,94417,75,26,280
10/21/2004,94701,112,24,235
10/22/2004,95081,127,24,292
10/23/2004,95557,92,24,372
10/24/2004,95939,97,24,314
10/25/2004,96321,92,24,309
10/26/2004,96705,103,24,316
10/27/2004,97186,141,24,402
10/28/2004,97476,214,24,173
10/29/2004,97959,142,23,293
10/30/2004,98249,136,22,171
10/31/2004,98735,168,22,371
11/1/2004,99125,149,21,244
11/2/2004,99222,290,21,-31
11/3/2004,99809,355,21,319
11/4/2004,100300,363,22,157
11/5/2004,100989,373,22,348
11/6/2004,101582,407,22,243
11/7/2004,102177,432,22,211
11/8/2004,102774,442,23,187
11/9/2004,103373,436,22,179
11/10/2004,103975,460,22,188
11/11/2004,104579,460,23,166
11/12/2004,105184,514,22,167
11/13/2004,105996,748,21,320
11/14/2004,107221,762,20,498
11/15/2004,108146,732,19,184
11/16/2004,109077,756,19,218
11/17/2004,110117,783,20,304
11/18/2004,111163,803,20,283
11/19/2004,112111,940,21,165
11/20/2004,113170,1014,20,139
11/21/2004,114236,1071,20,73
11/22/2004,115631,1029,21,344
11/23/2004,116712,1085,19,72
11/24/2004,117911,1188,20,133
11/25/2004,119230,1323,19,151
11/26/2004,120893,1517,19,359
11/27/2004,122461,1014,19,69
11/28/2004,123590,1037,19,134
11/29/2004,124840,1014,18,232
11/30/2004,126100,1117,18,265
12/1/2004,127485,1218,18,286
12/2/2004,128998,1196,18,313
12/3/2004,130406,1180,18,230
12/4/2004,132063,1133,18,495
12/5/2004,133375,1020,18,198
12/6/2004,134939,879,20,563
12/7/2004,136150,1014,19,352
12/8/2004,137491,976,19,346
12/9/2004,138965,966,20,517
12/10/2004,140325,1105,19,414
12/11/2004,141942,1299,19,532
12/12/2004,143570,1317,20,348
12/13/2004,145336,1246,21,469
12/14/2004,146860,1256,18,299
12/15/2004,148650,1248,16,553
12/16/2004,150195,1349,15,313
12/17/2004,151879,1480,15,350
12/18/2004,153837,1575,15,493
12/19/2004,155677,1609,15,280
12/20/2004,157664,1603,15,393
12/21/2004,159532,1628,15,280
12/22/2004,161413,1642,14,267
12/23/2004,163443,1676,14,401
12/24/2004,165215,1700,16,110
12/25/2004,167274,1702,14,375
12/26/2004,169209,1513,13,247
12/27/2004,170878,1067,12,169
12/28/2004,172277,1004,12,344
12/29/2004,173260,944,13,-9
12/30/2004,175094,889,13,903
12/31/2004,176371,752,12,401
1/1/2005,177511,928,12,401
1/2/2005,179085,1212,12,657
1/3/2005,180522,1448,13,237
1/4/2005,182545,1561,11,588
1/5/2005,183852,1567,9,-243
1/6/2005,185603,1521,11,193
1/7/2005,187362,1630,10,249
1/8/2005,189131,1379,10,148
1/9/2005,191057,1454,10,558
1/10/2005,192546,1256,10,45
1/11/2005,194043,1020,11,252
1/12/2005,195095,1018,10,43
1/13/2005,196452,1329,10,350
1/14/2005,197968,1295,10,197
1/15/2005,199491,1212,10,238
1/16/2005,201022,1220,11,330
1/17/2005,202561,1265,11,330
1/18/2005,204107,1293,11,292
1/19/2005,205505,1275,16,116
1/20/2005,207066,1262,22,301
1/21/2005,208477,1200,22,171
1/22/2005,209894,962,22,239
1/23/2005,211159,887,22,325
1/24/2005,212270,877,23,246
1/25/2005,213543,1002,22,419
1/26/2005,214822,968,23,300
1/27/2005,216266,1081,23,499
1/28/2005,217717,1244,23,393
1/29/2005,219011,1406,23,73
1/30/2005,220635,1779,23,241
1/31/2005,222431,1379,23,40
2/1/2005,223907,1244,23,120
2/2/2005,225390,1353,23,262
2/3/2005,227044,1265,24,324
2/4/2005,228706,1234,24,420
2/5/2005,230209,1242,23,293
2/6/2005,231886,1273,24,459
2/7/2005,233233,1258,24,97
2/8/2005,234924,1174,21,457
2/9/2005,236282,1121,17,205
2/10/2005,237646,1230,20,261
2/11/2005,239700,1267,27,845
2/12/2005,241421,1307,26,480
2/13/2005,242976,1291,26,274
2/14/2005,244711,1424,26,470
2/15/2005,246804,1811,26,695
2/16/2005,248732,1583,26,143
2/17/2005,250669,1523,26,380
2/18/2005,252439,1581,27,272
2/19/2005,254216,1587,27,223
2/20/2005,256538,1607,26,762
2/21/2005,258514,1732,26,396
2/22/2005,260498,1813,32,279
2/23/2005,262854,1920,28,575
2/24/2005,265587,1908,28,841
2/25/2005,267602,1841,28,135
2/26/2005,269993,2063,28,578
2/27/2005,272583,2321,28,555
2/28/2005,275186,2261,28,310
3/1/2005,277802,2122,28,383
3/2/2005,280057,2103,28,160
3/3/2005,282511,2003,28,379
3/4/2005,284597,2023,28,111
3/5/2005,287073,2043,28,481
3/6/2005,289946,1745,29,858
3/7/2005,291678,1583,29,15
3/8/2005,293802,1603,28,570
3/9/2005,295547,1666,27,170
3/10/2005,297103,1390,520,-83
3/11/2005,297298,1103,1317,-676
3/12/2005,297298,1115,1555,214
3/13/2005,297298,1063,1555,440
3/14/2005,297103,1075,1565,297
3/15/2005,296908,1299,1555,295
3/16/2005,296519,1458,1551,-133
3/17/2005,296713,1690,1579,287
3/18/2005,297493,1724,1488,669
3/19/2005,298274,1605,1490,545
3/20/2005,298860,1486,1490,471
3/21/2005,298274,1458,2440,-582
3/22/2005,297493,1494,2955,201
3/23/2005,296519,1375,2975,488
3/24/2005,295547,1428,2995,629
3/25/2005,294190,1369,3094,210
3/26/2005,293029,1333,3114,565
3/27/2005,291871,1357,3134,623
3/28/2005,290908,1359,3154,814
3/29/2005,289946,1390,3154,833
3/30/2005,288604,1206,3174,421
3/31/2005,287073,1133,3193,437
4/1/2005,284787,1081,3213,-225
4/2/2005,283837,1125,3213,1182
4/3/2005,282132,1200,3233,384
4/4/2005,280622,1101,3193,523
4/5/2005,278553,1067,3074,24
4/6/2005,276866,883,3015,320
4/7/2005,275186,1037,3035,452
4/8/2005,273696,1035,3015,507
4/9/2005,271656,740,2995,-60
4/10/2005,269809,988,2995,408
4/11/2005,268152,1623,3015,350
4/12/2005,267235,2222,3015,475
4/13/2005,266502,1619,3015,60
4/14/2005,265587,1347,3332,481
4/15/2005,264857,1509,3511,1255
4/16/2005,263036,1738,3511,180
4/17/2005,263217,2023,3531,1954
4/18/2005,263399,2797,3233,1689
4/19/2005,263945,3729,3213,982
4/20/2005,264127,3808,3749,-334
4/21/2005,264492,4602,3828,305
4/22/2005,265770,5098,3372,504
4/23/2005,267602,5712,3134,106
4/24/2005,269809,6407,3134,-372
4/25/2005,272397,6942,3035,-685
4/26/2005,276492,7359,2003,188
4/27/2005,281377,7736,1916,-470
4/28/2005,286119,7696,2479,-1078
4/29/2005,290523,8013,2777,-813
4/30/2005,294771,7954,2896,-988
5/1/2005,299643,8152,2936,-186
5/2/2005,304963,7736,2955,103
5/3/2005,309342,7696,3114,-401
5/4/2005,314165,7260,3174,241
5/5/2005,319038,7498,3154,787
5/6/2005,323758,7458,2916,376
5/7/2005,328320,7041,3134,20
5/8/2005,332716,7101,3134,489
5/9/2005,336730,7260,3114,47
5/10/2005,340560,7359,3154,-316
5/11/2005,344199,7557,3293,-566
5/12/2005,347429,7438,3352,-1035
5/13/2005,350892,7498,3352,-623
5/14/2005,354156,7775,3332,-882
5/15/2005,357875,8053,3312,-724
5/16/2005,361617,8232,3273,-999
5/17/2005,366048,8311,3253,-528
5/18/2005,370956,8271,3233,-150
5/19/2005,376579,8331,2856,585
5/20/2005,380885,8212,4146,-1168
5/21/2005,384987,8331,4126,36
5/22/2005,388423,8489,4126,-769
5/23/2005,392105,8549,4126,-682
5/24/2005,396036,8569,4205,-492
5/25/2005,399986,8688,4344,-414
5/26/2005,403489,8450,4483,-841
5/27/2005,407719,8747,4641,263
5/28/2005,411986,8569,4641,161
5/29/2005,416288,8648,4622,375
5/30/2005,421111,8767,4562,796
5/31/2005,426222,8985,3888,906
6/1/2005,432369,8727,3293,1049
6/2/2005,438327,8965,3253,523
6/3/2005,444343,9144,3233,304
6/4/2005,450161,9521,3213,-93
6/5/2005,456288,9580,3193,-181
6/6/2005,462211,9402,3174,-464
6/7/2005,468184,9759,3174,-255
6/8/2005,474470,9699,3154,-299
6/9/2005,479485,9283,3134,-1531
6/10/2005,486397,9164,3749,763
6/11/2005,491214,9223,4165,-598
6/12/2005,496328,8767,4146,56
6/13/2005,501472,9303,4066,522
6/14/2005,505281,8965,4542,-1427
6/15/2005,509105,8787,4522,-599
6/16/2005,512395,8727,4503,-975
6/17/2005,516247,8331,3769,-373
6/18/2005,520114,7914,3788,-695
6/19/2005,523719,7101,3808,-521
6/20/2005,526779,6684,3868,-233
6/21/2005,529848,6526,4007,252
6/22/2005,532366,6347,4106,-1
6/23/2005,534048,5970,5236,-559
6/24/2005,534891,5653,5593,109
6/25/2005,535452,5316,5574,501
6/26/2005,535171,5137,5554,-23
6/27/2005,535171,4939,5554,417
6/28/2005,534891,4562,5514,335
6/29/2005,534048,4106,5514,109
6/30/2005,533207,3491,5157,567
7/1/2005,532646,3134,4423,1105
7/2/2005,532086,2995,4403,729
7/3/2005,530966,2777,4403,288
7/4/2005,529848,2460,4384,508
7/5/2005,528173,2142,4364,249
7/6/2005,526222,1809,4364,271
7/7/2005,524274,1569,4324,607
7/8/2005,521222,1384,4384,-297
7/9/2005,519008,1150,4403,785
7/10/2005,516247,986,4384,492
7/11/2005,513769,857,4384,920
7/12/2005,510474,760,4384,232
7/13/2005,507464,635,4403,614
7/14/2005,504463,518,4403,768
7/15/2005,501200,428,4403,623
7/16/2005,497949,335,4423,724
7/17/2005,494980,260,4423,1119
7/18/2005,490946,197,4423,129
7/19/2005,486664,149,4443,-56
7/20/2005,482668,105,4205,298
7/21/2005,480280,66,3907,1712
7/22/2005,476841,37,4602,403
7/23/2005,472106,16,4602,-171
7/24/2005,467923,4,4622,403
7/25/2005,464023,,4641,718
7/26/2005,460403,,4602,1021
7/27/2005,455519,,4681,-282
7/28/2005,451433,,4681,595
7/29/2005,447372,,4542,620
7/30/2005,443839,,4542,1009
7/31/2005,440076,,4542,779
8/1/2005,436583,,4582,1049
8/2/2005,432616,,4602,615
8/3/2005,428428,,4641,414
8/4/2005,424270,,4641,483
8/5/2005,420143,,4641,514
8/6/2005,416528,,4661,1026
8/7/2005,412700,,4681,833
8/8/2005,408665,,4780,646
8/9/2005,404660,,4820,775
8/10/2005,400686,,4800,846
8/11/2005,396964,,4879,1078
8/12/2005,395341,,3709,3256
8/13/2005,393721,,2757,2089
8/14/2005,391874,,2777,910
8/15/2005,389802,4,2817,705
8/16/2005,388193,294,2836,1203
8/17/2005,386589,569,2836,939
8/18/2005,385216,478,2856,894
8/19/2005,383845,286,2856,1007
8/20/2005,382477,220,2856,1203
8/21/2005,380885,212,2856,1044
8/22/2005,381795,236,1218,3554
8/23/2005,381112,214,1363,299
8/24/2005,380885,115,1448,921
8/25/2005,380657,63,1448,1105
8/26/2005,379976,100,1448,703
8/27/2005,379976,19,1420,1348
8/28/2005,378615,1,1384,40
8/29/2005,378162,,1371,931
8/30/2005,377483,,1365,692
8/31/2005,377031,,1488,913
9/1/2005,375451,,2003,-92
9/2/2005,372975,,2817,-473
9/3/2005,370956,,2777,798
9/4/2005,368720,88,2757,541
9/5/2005,367160,131,2876,1109
9/6/2005,365159,160,3669,744
9/7/2005,363386,204,2896,1736
9/8/2005,362059,252,2222,1365
9/9/2005,360074,172,2757,-15
9/10/2005,357875,179,3312,386
9/11/2005,355685,286,3233,943
9/12/2005,353502,254,3372,764
9/13/2005,351326,212,3352,942
9/14/2005,348941,19,3412,755
9/15/2005,346566,,3412,1018
9/16/2005,344629,,2995,1475
9/17/2005,342698,,2717,1064
9/18/2005,340987,,2698,1006
9/19/2005,339493,,2618,1204
9/20/2005,337579,,2579,704
9/21/2005,335671,,2559,671
9/22/2005,333769,,2519,657
9/23/2005,331666,,2479,416
9/24/2005,329990,,2460,803
9/25/2005,328111,,2440,581
9/26/2005,326033,,2598,362
9/27/2005,323965,,2698,530
9/28/2005,322934,,2678,1667
9/29/2005,320060,,2638,-196
9/30/2005,317815,,2638,393
10/1/2005,315987,553,2638,810
10/2/2005,314974,940,2598,1072
10/3/2005,314772,1055,2598,1456
10/4/2005,313762,756,2281,533
10/5/2005,313762,440,2023,1525
10/6/2005,311949,288,2023,-230
10/7/2005,310744,272,1984,531
10/8/2005,309942,317,1984,910
10/9/2005,309542,335,1984,1266
10/10/2005,308743,294,1978,849
10/11/2005,308942,292,770,1883
10/12/2005,309742,333,30,1278
10/13/2005,310543,444,25,498
10/14/2005,311547,426,25,585
10/15/2005,312552,397,26,603
10/16/2005,313560,377,24,637
10/17/2005,314367,357,23,454
10/18/2005,315176,339,38,475
10/19/2005,315987,516,23,510
10/20/2005,317001,421,22,521
10/21/2005,317815,389,22,416
10/22/2005,318630,488,23,449
10/23/2005,319855,498,23,760
10/24/2005,320265,462,20,-65
10/25/2005,321084,373,15,377
10/26/2005,321905,325,14,464
10/27/2005,322522,248,14,306
10/28/2005,323140,214,13,384
10/29/2005,323758,167,12,417
10/30/2005,324378,92,10,465
10/31/2005,324584,45,9,125
11/1/2005,324998,31,8,378
11/2/2005,325412,232,9,391
11/3/2005,326033,607,10,397
11/4/2005,327279,688,9,649
11/5/2005,328320,706,9,362
11/6/2005,329363,730,9,346
11/7/2005,330408,736,9,324
11/8/2005,331456,730,7,321
11/9/2005,332927,726,4,748
11/10/2005,333980,795,4,331
11/11/2005,335459,742,4,687
11/12/2005,336306,702,4,109
11/13/2005,337366,674,4,362
11/14/2005,338429,690,4,392
11/15/2005,339493,641,4,378
11/16/2005,340346,700,5,216
11/17/2005,341628,728,6,587
11/18/2005,342698,801,4,348
11/19/2005,344199,881,4,704
11/20/2005,345489,877,5,414
11/21/2005,347213,936,6,852
11/22/2005,348725,926,2,582
11/23/2005,350241,908,2,592
11/24/2005,351761,895,3,614
11/25/2005,353284,893,3,631
11/26/2005,355904,881,3,1731
11/27/2005,356341,877,3,-441
11/28/2005,356998,883,39,-216
11/29/2005,358534,873,3,692
11/30/2005,360294,867,3,891
12/1/2005,361838,879,3,680
12/2/2005,363164,877,4,451
12/3/2005,364937,825,4,900
12/4/2005,366048,841,3,289
12/5/2005,367383,815,4,497
12/6/2005,368497,811,4,303
12/7/2005,369837,821,4,533
12/8/2005,370956,865,4,301
12/9/2005,372301,998,3,484
12/10/2005,373874,986,3,579
12/11/2005,375451,873,4,594
12/12/2005,376805,746,4,485
12/13/2005,378162,724,4,615
12/14/2005,379068,748,4,186
12/15/2005,379976,732,4,164
12/16/2005,381112,910,4,408
12/17/2005,382477,1071,4,458
12/18/2005,384074,1049,3,530
12/19/2005,385673,1039,4,553
12/20/2005,387276,994,4,568
12/21/2005,388423,1035,4,157
12/22/2005,389802,1041,4,348
12/23/2005,391413,1099,4,574
12/24/2005,392566,1081,4,58
12/25/2005,393952,1101,4,309
12/26/2005,395109,1109,4,60
12/27/2005,396731,1101,4,517
12/28/2005,398125,1127,4,297
12/29/2005,399521,1196,4,273
12/30/2005,400919,1242,4,206
12/31/2005,402319,1236,4,162
1/1/2006,403957,1188,4,406
1/2/2006,405365,1182,4,224
1/3/2006,407012,1178,4,469
1/4/2006,408665,1198,4,479
1/5/2006,410085,1260,4,226
1/6/2006,411510,1279,4,169
1/7/2006,413178,1329,4,393
1/8/2006,414850,1315,4,347
1/9/2006,416048,1285,4,-113
1/10/2006,417490,1214,5,161
1/11/2006,418935,1196,5,236
1/12/2006,420627,1206,5,501
1/13/2006,421838,1202,6,10
1/14/2006,423053,1164,5,19
1/15/2006,424270,1135,6,58
1/16/2006,425489,1117,6,90
1/17/2006,426467,1057,6,-133
1/18/2006,427692,1053,6,173
1/19/2006,428919,1061,6,179
1/20/2006,429411,1022,5,-563
1/21/2006,430395,1016,5,-32
1/22/2006,431628,1008,6,223
1/23/2006,432616,1006,5,-14
1/24/2006,433853,1016,5,237
1/25/2006,435093,1006,5,230
1/26/2006,436583,1002,5,490
1/27/2006,437579,952,5,
1/28/2006,438577,924,5,51
1/29/2006,439826,936,5,330
1/30/2006,441077,914,6,320
1/31/2006,442080,879,6,94
2/1/2006,443336,889,6,383
2/2/2006,444343,889,7,125
2/3/2006,445603,914,11,379
2/4/2006,446361,936,11,-145
2/5/2006,447878,948,11,592
2/6/2006,448892,910,11,77
2/7/2006,449907,960,11,116
2/8/2006,450924,960,11,68
2/9/2006,452197,871,16,324
2/10/2006,453984,851,23,932
2/11/2006,454240,871,22,-572
2/12/2006,455263,831,22,174
2/13/2006,456801,843,22,729
2/14/2006,457571,817,32,-51
2/15/2006,458600,813,298,244
2/16/2006,459887,799,25,771
2/17/2006,460403,778,24,-258
2/18/2006,461436,809,24,279
2/19/2006,462469,839,24,248
2/20/2006,463505,851,23,221
2/21/2006,464542,899,23,209
2/22/2006,465581,916,22,163
2/23/2006,466621,857,23,146
2/24/2006,467402,877,24,-53
2/25/2006,468706,904,23,451
2/26/2006,470012,928,23,425
2/27/2006,471058,946,23,141
2/28/2006,472369,932,23,388
3/1/2006,473418,938,25,140
3/2/2006,474470,825,44,139
3/3/2006,474996,791,36,-255
3/4/2006,476050,698,34,298
3/5/2006,476577,613,33,-137
3/6/2006,476314,649,966,-843
3/7/2006,474996,666,1892,-1001
3/8/2006,473944,655,2499,174
3/9/2006,471844,591,2797,-255
3/10/2006,469750,520,2817,112
3/11/2006,467142,484,2817,-311
3/12/2006,465841,365,2817,1032
3/13/2006,464023,474,2817,634
3/14/2006,462211,456,2817,531
3/15/2006,460661,387,2836,810
3/16/2006,458857,276,2817,646
3/17/2006,457058,222,2856,742
3/18/2006,454751,192,2856,327
3/19/2006,452452,175,2856,365
3/20/2006,450161,154,2817,390
3/21/2006,447625,141,2876,127
3/22/2006,445603,133,2876,713
3/23/2006,443588,128,2876,728
3/24/2006,441579,114,2876,740
3/25/2006,439326,102,2896,509
3/26/2006,437330,103,2896,798
3/27/2006,434844,96,2896,307
3/28/2006,432863,102,2916,819
3/29/2006,430888,87,2916,839
3/30/2006,428182,87,2936,122
3/31/2006,426222,88,2936,889
4/1/2006,424270,90,2936,896
